,Description,Image_URL
dBDlFuXo5i," In the 16th and 17th century, Portugal thrives under its leading role during the Age of Discovery. The famous academic city of Coimbra serves as the cultural center of Portugal during this time. As the head of one of Coimbra's most wealthy houses, you seek to earn prestige during this prosperous era. In an effort to garner the best reputation, you must cinch the favors of the city's most influential citizens - clerics, scholars, council members, and merchants with a bit of coin or a little extra protective detail.  While there are many paths to victory, the best of players will be always seek to optimize their opportunities with every roll of the dice. Coimbra introduces a unique dice mechanism wherein the dice players draft will be utilized multiple times every round in various aspects of decision making. Combined with ever changing synergies between the board, tiles, and cards - no game of Coimbra will ever be the same! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1539129417669
pHwEkloleb," The Hanseatic League (also known as Hansa Teutonica) was a spectacular medieval alliance between merchant guilds of cities in lower Germany, which quickly exploded into the North Sea and Baltic Sea as well. Many of the participating cities became very fabulously wealthy and powerful, and proudly proclaimed themselves ""Hansa cities."" Players compete for wealth and prestige as merchants in the Hanseatic League. Players may set up a network of branch offices in as many cities as possible in an effort to expand their base of power, but they must also develop their talents and trading skills if they wish to be the best and take down the opposition.  Developing trading skills allows players to become more efficient in their activities. They may gain additional actions, higher income, new privileges, and improved prestige point return. Developing a preferred profile will create an advantageous position that will be paramount in developing a winning strategy against the other players.  Hansa Teutonica is very open to players' preferred strategies, and gives players the freedom they need to maneuver their way to the top. Clever use of traders, perpetual observation of opponents' activities, continuous improvement of skills, and the well-timed use of prestigous activities are key to becoming the most successful merchant in the history of the Hanse. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255826512-51POXtZtLML.jpg
KPW86hS7fU," You've studied the footage, connected the dots, and gathered what meagre evidence you could. You're close - soon the whole world will know the truth behind the  Cryptid . A group of like-minded cryptozoologists have come together to finally uncover the elusive creature, but the glory of discovery is too rich to share. Without giving away some of what you know you will never succeed in locating the beast, but reveal too much and your name will be long forgotten! 
  Cryptid  is a unique deduction game of honest misdirection in which players must try to uncover information about their opponent's clues while throwing them off the scent of their own. Each player holds one piece of evidence to help them find the creature, and on their turn they can try to gain more information from their opponents. Be warned - give too much away and your opponents might beat you to the mysterious animal and claim the glory for themselves! 
 The game includes a modular board, five clue books, and a deck of setup cards with hundreds of possible setups across two difficulty levels. It is also supported by an entirely optional digital companion, allowing for faster game setup and a near-infinite range of puzzles. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/userfiles/1653427281225-Cryptid_3dGameBox.jpg
UI0oxncplG, The classic word-on-word showdown. Use your letters to score points and challenge your family and friends. A double or triple letter or word space will let you earn big points. It’s your word against theirs! ,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1599599554926
0iNuJdgbmq,"  One Deck Dungeon  is a roguelike game in a small box. Choose a hero, and a dungeon to delve into, and setup is done! The game is very easy to learn, features intuitive dice mechanics and is attractive on a demo table. While the game only supports 1-2 players, you can combine two sets to have a four player dungeon delve.  One Deck Dungeon has generated much excitement over the all-female, realistically-clad cast of heroes, something that is quite unique in the tabletop realm! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1539300977697
Ms9ugWj1aA," Dixit, the multi-award winning game returns in 2015 with a new expansion! With Dixit Memories (Dixit 6), experience a new and amazing journey taking you far beyond your imagination...  Carine Hinder and Jerome Pelissier are both illustrators of children books and love to design colorful and funny worlds. This creative couple always worked together on each Dixit card, from the idea and the sketch to the coloring. They will bring you over to a fantasy land through 84 new cards full of exotic landscapes and surprising creatures!  Discover a fantastic universe where wonderful and ordinary things combine marvelously together. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1613403101542
dfjoaijLcJ," In 16th century India, the powerful empire of the Great Moguls rises between the Indus and Ganges rivers. Taking on the role of rajas and ranis - the country's influential nobles - players race against each other in support of the empire by developing their estates into wealthy and magnificent provinces. Players must use their dice wisely and carefully plot where to place their workers, while never underestimating the benefits of good karma. Success will bring them great riches and fame in their quest to become legendary rulers! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255094769-51XPYiuKSaL.jpg
dsEay3QGls," Only two gods will be part of each game session. Randomly draw two god cards and place them next to the board so all players can see their powers. At the end of the initial setup, shuffle the Ragnarök tokens that are not on the board or on the Age Track and draw two of them. Look at the names of the two provinces listed on the tokens and place one god figure in each of them (these Ragnarök tokens are then put aside). 
 Each god's ability is always in effect, changing the rules of the province they're in. The rest of the provinces are not affected. After a player attempts to pillage a province containing a god figure, whether he succeeds in the pillaging or not, he must then move the god to a different unpillaged province that does not contain a god figure. So the two gods can never occupy the same province, and they never go to a pillaged or destroyed province. 
 At the beginning of the 2nd and 3rd Ages, the two gods are again placed in random provinces, determined by drawing 2 unused Ragnarök tokens. 
 The combination of the two gods used in each game creates a unique texture to that session. They affect draft choices and influence the flow of the battles. Will your try to benefit from a god's power again and again by moving him where you want and always pillaging his province? Or will you do your best to neutralize him by pillaging around his province? Perhaps you'll want to attempt a hopeless pillage on his province just to move him onto another province where he will hinder another player's plans. They add a whole new layer to the game, without adding hardly any complexity to the rules. 
 The miniatures each come with a tarot-sized God card. ",https://media.miniaturemarket.com/media/catalog/product/c/m/cmnblr003.jpg
cODAEDHx5x,"  Alien Frontiers  is a game of resource management, worker placement, and area control set in a retro-future scifi universe. The dice you receive at the start of the game represent the spaceships in your fleet. Docking your ships at the orbital facilities will earn resources, expand your fleet, raid your opponents, discover alien technology, trade commodities, and build colony domes to land on the planet. Winning will require careful consideration as you assign your fleet, integrate the alien technology and territory bonuses into your expansion plans, and block the other players from building colonies of their own. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257382065-61aWH4-C2BFL.jpg
BVmFj3ACjp,"Red7 is a 49 card, quick playing game by Carl Chudyk and Chris Cieslik that is easy to teach, quick to learn, and fun for all skill levels of card game players! 
 
The cards are numbered from 1 to 7, and feature the seven colors of the rainbow (ROYGBIV). Each set of colors has the unique ability to change the game's current rule set to make a player's hand the current winner. If you're not winning the current game at the end of your turn, you're out and the last person standing wins the round! 
 
The cards are labeled with unique iconography that allow the game to be color-blind friendly too.",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559256651678-4148kJHqgwL.jpg
vOaFLLUzWg," Ah, money. There's nothing like the sound of coins clinking in your hands. You vastly prefer it to the sound of coins clinking in someone else's hands, or the sound of coins just sitting there in a pile that no-one can quite reach without getting up. Getting up, that's all behind you now. Life has been good to you. Just ten years ago, you were tilling your own fields in a simple straw hat.  Today, your kingdom stretches from sea to sea, and your straw hat is the largest the world has ever known. You also have the world's smallest dog, and a life-size statue of yourself made out of baklava. Sure, money can't buy happiness, but it can buy envy, anger, and also this kind of blank feeling. You still have problems - troublesome neighbors that must be conquered. But this time, you'll conquer them in style.   This is the 4th addition to the game of Dominion. It adds 25 new Kingdom cards to Dominion, plus 2 new Basic cards that let players keep building up past Gold and Province. The central theme is wealth; there are treasures with abilities, cards that interact with treasures, and powerful expensive cards. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254142049-61NcacIijQL.jpg
CsQvKyj4Va," Jules Verne's classic novel Twenty Thousand Leagues Under the Sea tells the story of Captain Nemo and his astounding ship, the Nautilus. The second edition of Nemo's War, Victory Point Games' popular solitaire offering from designer Chris Taylor, is a greatly enhanced offering featuring mass-production printing and amazing Ian O'Toole art and graphics throughout. Set in year 1870, you set sail in this amazing electric-powered submarine, assuming the role and motive of Captain Nemo as you travel across the seas on missions of science, exploration, anti-Imperialism, and War!  With this supercharged second edition of Nemo's War, prepare yourself for the adventure of a lifetime! ",https://cdn.shopify.com/s/files/1/0513/4077/1515/products/nemos-war-second-edition-board-game.jpg?v=1609628344
El8zJPnpYZ," Life in Tokyo just got a little more dangerous! A new monster has arrived in town: meet the incredible  Pandakaï !  Each monster now has its own unique set of evolution cards which can be acquired during play. Some of these evolutions are discarded when played, others are kept like the ""Keep"" cards in the base game. All evolutions can be kept secret once drawn and are revealed only when played. 
 Includes Evolution cards for Kraken and Cyber Bunny. 
  Power Up!  is an expansion for the  King of Tokyo  board game. A copy of the  King of Tokyo  board game is required to play. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258023116-61AA9FaDB8L.jpg
H6O51FVWf5," Launch an expedition to Mars in Mission: Red Planet, the steampunk-themed board game of planetary exploration designed by Bruno Cathala and Bruno Faidutti. As the leaders of ruthless Victorian-era mining corporations, two to six players compete to occupy Mars and harvest the planet's priceless mineral ores and ice. You need to cleverly utilize the talents of nine wily characters who can lead your exploration of Mars and sabotage your competition. This new edition of an acclaimed game incorporates revisions by the original designers and features all- new graphic design. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257383978-615KVOn9l7L.jpg
H2QW6jUtqe," All you ask is a tall ship and a star to steer her by. And someone who knows how to steer ships using stars. You finally got some of those rivers you'd wanted, and they led to the sea. These are dangerous, pirate-infested waters, and you cautiously send rat-infested ships across them, to establish lucrative trade at far-off merchant-infested ports. First, you will take over some islands, as a foothold. The natives seem friendly enough, crying their peace cries, and giving you spears and poison darts before you are even close enough to accept them properly. When you finally reach those ports you will conquer them, and from there you will look for more rivers.   One day, all the rivers will be yours.  This is the second expansion to Dominion. It adds 26 new Kingdom cards. Its central theme is your next turn; there are cards that do something this turn and next, cards that set up your next turn, and other ways to step outside of the bounds of a normal turn. 
 Dominion: Seaside is an expansion to both Dominion and Dominion: Intrigue. As such, it does not contain material for a complete game. Specifically, it does not include the Treasure, Victory, Curse, or Trash cards. Thus, you will need either the base game or Intrigue to play with this expansion and have experience playing Dominion with either of the first two games.  ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254183526-613NIySFtKL.jpg
OaNtyb98cm," Formula D transports you into the turbulent world of Formula 1: Don't lose control of the engine in the last bottleneck, master the chicane, stick to your opponent's back wheels, take advantage of the slipstream and then coolly overtake him ... A Formula 1 pilot has to be willing to take risks and be able to plan ahead - at least if you want to get to the very top of the winners' podium.  Formula D also means the suspense of illegal racing on the streets of the big cities. Anything goes: customized cars, nitro fuel injection, skidding in roundabouts, unfair tricks ... The game principles always stay the same, but different cars, rules and circuits come into play.  This new edition of Formula D contains material which has not yet been published, including painted cars, dashboards, driver profiles, circuits ... And simple playing instructions are enclosed, allowing you to start play immediately. Off you go! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255046121-51qPwVa6HkL.jpg
51qnzEoFUi," Hey, That's My Fish! is an engaging, award-winning board game of strategic fish hunting, in which 2-4 players control determined penguins hungry for their next meal on a bustling Antarctic ice floe. Since Hey, That's My Fish! was originally published in 2003, it has become widely popular as an engrossing and strategic board game for casual family and tactical play.  Hey, That's My Fish! includes 60 hexagons to create your ice floe with new artwork renditions of fish, 1 rules sheet, and 16 newly sculpted colorful and animated penguin miniatures. Can you waddle your way to dinner? Secure the best fishing ground with Hey, That's My Fish! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254188772-61DKdIy9SoL.jpg
XZ9BeWAgCu," All aboard for a new adventure across the North American continent. If you're ready to travel, this exciting new expansion is ready to give you a new Ticket to Ride!  Ticket to Ride - USA 1910? is a new card expansion for the original Ticket to Ride board game. It consists of 181 new large format cards (the same size as Ticket to Ride Europe and Marklin), that include: 35 new Destination Tickets, a new GlobeTrotter bonus card for completing the most tickets, plus a complete replacement deck of all the cards from the original game deck.  Also included is a new rulebook that gives Ticket to Ride players three new ways to play the game including 1910 rules - games using only the new Destination Tickets; the Mega Game, featuring all the tickets; and Big Cities, which uses only tickets to certain large cities.  The USA 1910 cards and rules variants will really change your strategies and tactics when you play Ticket to Ride. They will surprise even long-time veteran railroaders and bring hundreds of hours of new fun to your family and friends. So hop on board and discover... a whole new ride with Ticket to Ride - USA 1910!  This product is an expansion for the Ticket to Ride� boardgame, not a stand-alone game. An original copy of Ticket to Ride� is required to play. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254700843-51KVaiiqmgL.jpg
VtoOhDHEFA,"Like a Chameleon, a player may change his color many times during the game. However, players who change colors too often will not do well and may even earn minus points for doing so. This means that a player must wait for the proper time and place to make the change, but do it before his opponents do.",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1567716576107
yfbV1dhSK4," Agricola: All Creatures Big and Small is a new take on Uwe Rosenberg's Agricola designed for exactly two players and focused only on the animal husbandry aspect of that game. So long plows and veggies! 
 In Agricola: All Creatures Big and Small, you become an animal breeder of horses, cows, sheep and pigs and try to make the most of your pastures. Players start with a 3x2 game board that can be expanded during play to give more room for players to grow and animals to run free. Sixteen possible actions are available for players to take, with each player taking three actions total in each of the eight rounds. 
 The player who amasses the most victory points through enclosing space with fences and acquiring the largest number and variety of animals and victory point-generating buildings will be the winner. 
 Four Standard Buildings and 4 special buildings are available in the base game. These buildings each provide unique special abilities during play and/or VP at game end. Balancing the tension between building infrastructure (fenced pastures and buildings) and acquiring animals (the single biggest source of end-game scoring) is the key to success! 
  Contents:  1 game board, 2 farm boards, 144 wooden pieces, 16 cardboard tiles, 4 farm extensions, 1 starting player tile, 9 goods tiles, 1 score pad, and 1 rule sheet. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258061484-6145jYFBCnL.jpg
L2xBNjxZjk," The smartest minds of our generation are gathering together at the Great Science Fair. Everyone's been working hard on their creations, but only one will be crowned champion. Contestants will have to think on the fly, building their machines quickly and efficiently. Whose project will be the best? 
 In   Gizmos  , you win the game by gaining victory points from building engines. And engines help you get things done faster. Whoever builds the greatest machine and collects the most victory points wins! 
 At the beginning of the game, you have 4 actions: 
 
 File : Put a card in the public to your Archive, allow you to build it later. 
 Pick : Take one energy marble from the 3D marble dispenser, to your storage. 
 Build : Build one machine and put it on action! You have to pay the marbles with colors corresponding to the card cost. 
 Research : Draw some cards, and you can then File or Build one of the drawn cards. The rest go to the bottom of their deck. 
 
 Machines give you victory points, and allow you to do more actions when conditions are met. As you build, new attachments can trigger chain reactions, letting you do even more on your turn. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255029509-51U1m89UyUL.jpg
40Qb0frFQo," Own the first ever Alien Deck Building Game! Use Legendary moves from battling Super Villains to battling chest-bursting, face-hugging, acid-for-blood-having Aliens. This game features some of Alien's greatest protagonists, including Ripley, Dallas, Bishop and Private Hicks, as they go to battle against some of the most terrifying creatures in the universe. Players must work with each other to defeat the terrifying Xenomorps! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258031142-51rE2BS2b-LL.jpg
6bu6MAewdv,"Enter a world where anything is possible in KeyForge! Here in the world's first Unique Deck Game, two players become Archons racing to forge keys that unlock the hidden vaults of the Crucible, an artificial world built from pieces of countless planets. With an incredible array of creatures, artifacts, and abilities, no two decks are alike, and no two battles will ever be the same! 
 
The Keyforge: Call of the Archons starter set is the perfect place to begin your adventures on the Crucible. As you race to gather AEmber and unlock the Crucible's hidden vaults, you need to all the help you can get, and in this set you will find all the implements you need to begin your journey. Providing you with two training decks: Miss ""Onyx"" Censorius and Radiant Argus the Supreme, as well as two unique Archon Decks and a collection of keys, tokens, chain trackers, and status cards, this set provides you with everything that you and your chosen opponent need to start playing!",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1539316536650
eMAjAxUNyJ," The 2014 SDJ winning classic  Camel Up  is returning with an all-new edition from Eggertspiele! Featuring the same great game play found in the original built around betting on a camel race, this new ""2.0"" edition features a variety of improvements including a plastic pyramid to replace the original cardboard & rubber band version, new art and graphic design all-around, engraved plastic dice, and even some new game modes for players to explore.  Welcome to the craziest camel race you'll ever see! The award winning game about the craziest camel race, just got even crazier! The race now includes new contestants - camels that are so confused that they start the race running in the wrong direction!   That's not all that's new!  The track has been significantly enhanced since your last visit - it now includes new art and components. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541023899641
mKrkemGVFE," Lanterns: The Harvest Festival is a tile placement game set in imperial China. Players act as artisans decorating the palace lake with floating lanterns. The artisan who earns the most honor before the festival starts wins the game.   Lantern's elegant and engaging game-play by designer Christopher Chung features a unique mechanic were players must balance the placement of their tiles or risk helping their opponents on their way to victory. It's a give and take that provides hours of depth and strategy.  On a turn, a player places a tile depicting various color arrangements, and every player receives lantern cards based on the tile placed. Players dedicate sets of lantern cards to gain honor and favor. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1602002456457
UErVHNWdNr," Designed by Andrea Chiarvesio and Luca Iennaco, Kingsburg is a briskly paced game for 2-5 players.  Players adopt the role of a governor, and vie for resources to build up their province, military power to defend their homes, and above all the influence of the King. Over five years (five turns) players rely on various advisors to the King for resources. From tangibles like gold, wood, and stone to soldiers and portents, each acquisition will shape the future of your community.  Kingsburg includes: Rulebook, Game Board, 5 Province Sheets, 21 Six-Sided Dice, 15 Disc Tokens, 60 Goods Cubes, 85 Building Tokens, 20 +2 inches Tokens, 1 King's Envoy Marker, 1 Season Marker, 1 Year Marker, 25 Enemies Cards inches. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257596354-61-ChJeHCOL.jpg
emXlF6hhuP," Fog of Love is a game for two players. You will create and play two vivid characters who meet, fall in love and face the challenge of making an unusual relationship work. 
 Playing Fog of Love is like starring in a romantic comedy, it’s a rollercoaster ride of awkward situations, laugh out loud moments and difficult compromises you have to make. 
 Just like in a real relationship, you each might want different things. Do you stay true to yourself, or do what your partner wants for the good of the relationship? You can even decide to break their heart. 
 There’s no guarantee it will end happily ever after, but you will always get a story full of surprises that will make you smile. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1579643118827
usmFRWCFjI," New York in the 1960s. A new wave of Chinese immigrants is moving into Chinatown. The adoption of the new immigration act has launched the district into a demographic boom! It now reaches Canal Street to the north and Bowery Street to the east. Arriving by the thousands, the immigrants seek to buy buildings, establish businesses, and fulfill the American Dream! Take a bite of the Big Apple and use your talents to acquire the most extraordinary fortune in America in Chinatown! 
 This is a negotiation game in the truest sense of the word. In it, players acquire ownership of sections of city blocks then place tiles, representing businesses, onto the block-sections. At the end of each turn, each tile you've laid gives you some sort of payout, but completed businesses (formed of three to six connected tiles of the same type) pay quite a bit better. All these resources are dealt to the players randomly, however, so players must trade to get matching businesses and adjacent locations. ",https://cdn.shopify.com/s/files/1/0026/9120/3181/products/91Rdh6kiJgL._AC_SL1500.jpg?v=1616019863
Aj03KjGY7z," The forest is filled with all sorts of Monsters. They watched and waited as you built your Castle and trained your soldiers, but now they've gathered their army and are marching out of the woods.  Can you work with your friends to defend your Castle against the horde, or will the Monsters tear down your Walls and destroy the precious Castle Towers? You will all win or lose together, but in the end only one player will be declared the Master Slayer!  Castle Panic is a unique, cooperative strategy game for 1 to 6 players ages 10 and up.  Players must work together to defend their castle, in the center of the board, from monsters that attack out of the forest, at the edges of the board. Players trade cards, hit and slay monsters, and plan strategies together to keep their castle towers intact. The players either win or lose together, but only the player with the most victory points is declared the Master Slayer.  Players must balance the survival of the group with their own desire to win. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254900681-615Yi4tVEkL.jpg
0sd39XHoO7," You and your fellow dwarves are digging for gold in a maze of mining tunnels. But, beware! Some of the miners are saboteurs trying to foil your efforts and steal all your hard-earned gold! Now you must overcome cave-ins, broken lanterns, and busted pick-axes to find the mother lode! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1622217502713
eQvC7etpPV," Mombasa is a tense Euro-style strategy game set in 18th century Africa, where great wealth and fortune await players through multiple paths to victory. The game features a unique rotating-display hand-mechanism that drives game play. Trading goods reaped from your plantations, you acquire shares of companies based in Mombasa, Saint-Louis, Cape Town and Cairo. However, the value of a company is only as good as its sphere of influence. So expanding into new territories is vital if you want your investments to pay off. Players start with an identical hand, but acquire new and more powerful cards from the rotating display throughout the game.  Will you collect diamonds or opt for clever bookkeeping? Will you play aggressively by expanding companies and pushing back others, or will you sit on the fence and jump in at an opportune moment? Perhaps a little of everything!  Contains: * 1 Game Board * 4 Player Boards * 4 Company Tracks * 80 Cards * 50 Coins * 4 Diamond Markers * 60 Wooden Houses * 32 Wooden Markers * 72 Book Tiles * 12 Starting Tiles * 4 Bonus Tiles * 1 Starting Player Marker * 1 Scoring Pad ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255087050-51q5q0guOML.jpg
esKU38B2OY,"In 7 Wonders, players get hands of cards, pick those that will help them build their City and pass the rest to their neighbor. Their goal: build commercial ties, strengthen their military might and build their Wonders.   
Leaders  introduces in the game notable personalities, who offer various advantages. At the beginning of the game, players create a Leader hand from which they will be able to play a leader at the beginning of every Age, or use him to get money or help build your Wonder.   
The recruited Leaders will allow you to build certain structures at a cheaper cost, even maybe for free, or will be worth victory points, or... Well, with Leaders, the Wonders never cease!  ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255085419-51XG9er4G3L.jpg
rYhOA6VEXN," It is one thing to be the richest family on the block, it is quite another to flaunt it successfully. High Society pits you against your neighbors in a race to reveal the most blue-blooded family in your midst. To win, you must acquire all the trappings of great wealth, avoid as many pitfalls as you can and still walk away with a huge pile of cash at the end of it all. This Reiner Knizia classic makes a great travel game and an easy one to introduce to friends and family.  Originally published in 1995, High Society gained sufficient popularity to see it through 3 re-prints but none of them as beautiful as the latest FRED Edition. Artist Paul Niemeyer has done an outstanding job creating a theme to reflect the most elite fineries of the Gilded Age, combined with FREDs commitment to quality components and card stocks, this edition of High Society will stand as the pinnacle of its production.  For 3-5 players over 10 years old, this 30-45 minute game can be played as a light filler between longer games, but to be honest with you, this one is very hard to put back in the box! The cards tells an exciting story and feature beautiful artwork from well-known Eagle Games artist Paul Niemeyer.  Game Summary: Players bid against each other to acquire the various trappings of wealth, namely the ten luxury possession (positive-number) and three 2X multiplier cards; while avoiding its pitfalls represented by three cards altogether, including the gambling (-5) card; the thief (lose a possession) card; and the calamitous fire (lose one half the value of all your possession cards) card. While bidding, though, players must keep an eye on their remaining cash. At the end of the game, even though all those positive-number cards might add up to a win, the player with the least money is not even considered for victory. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1637508690722
ceHz5fJDUc," In this second expansion for Carcassonne, you can now build faster than ever before and score even more points by trading goods and nurturing a pig. The new Builder meeples allow you to place more tiles in a single turn when placed on one of your roads or cities. Also included is a linen bag to store your components and bring the game everywhere you go. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257704918-51-ilFXa2vL.jpg
eCHLF6iV78," Each year, the Mad King hosts a tournament of champions with the greatest prize a hero could ever want: The Throne. Will you be the one bold enough to take it? 
 Dice Throne is a competitive or team-based dice rolling combat game with variable player powers. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1609367516388
cRH5zpmn1R," Each player is the director of an expedition intent on exploring Tikal in search of the secret paths that lead to the temples and precious treasures that have remained hidden for over 1000 years. A player receives points during four scoring rounds for each recovered treasure and for each temple that he controls. But, both temples and treasures can change hands. The expedition that earns the most points exploring Tikal wins the game. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1636216661155
GTEjjzsJtC," 
 The players carefully select two path cards from their hand and try to outwit the other players. The person with the lowest sum loses a card. They then use the cards to create a network of pathways to connect their adventurers with the temples. Who will best guide their adventurers through the jungle? At the end the winner is the player who collects the most points with valuable treasure and temples. 
 ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541656223951
9F2mfE7Y6Z," A curse has been placed on the Valley of Life. Hearing the spirits of nature cry out for aid, clans of druids have arrived, determined to use their blessings to heal the land and rescue the spirits. It will require courage and also caution, as the curse can overwhelm the careless who wield too much power.  In Mystic Vale, players take on the role of druidic clans trying to cleanse the curse upon the land. Each turn, you play cards into your field to gain powerful advancements and useful vale cards. Use your power wisely, or decay will end your turn prematurely. Score the most victory points to win the game!  Mystic Vale features an innovative Card Crafting System that creates a game experience like you've never played before! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/userfiles/1648327116557-Mystic_Vale_1024x1024@2x.jpg
ezX2Sjg3B0,"   Fort   is a 2-4 player card game about building forts and following friends. 
 In  Fort , you're a kid! And like many kids, you want to grow your circle of friends, collect pizza and toys, and build the coolest fort. 
 By doing this cool stuff, you'll score victory points, and at the end of the game, the player with the most victory points wins! Your cards not only let you take actions on your own turn, but also let you follow the other players' actions on their turns. Will you devote yourself to your own posse, or copy what the other kids are doing? 
 But be careful as your carefully constructed deck might start losing cards if you don't actually use them. After all, if you don't play with your friends, why should they hang out with you anymore? ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1595027240762
5ygNA78TL1," You are a royal, seeking new lands to expand your ever-growing kingdom. Explore and conquer the different terrains, and develop the best and richest territories for your people. Scour lands full of wheat fields, forests, grasslands, swamps, mines, and towns, diversifying your kingdom's riches along the way. Tax the lands wisely to fund the construction of your towns, pick the buildings you erect carefully, and try to win the Queen's favor - all while making sure your plans aren't foiled by the Dragon's flame. Make sure to strategize and acquire carefully, as others are also competing for the same lands, a stake in the riches, and the heart of the Queen! 
 Queendomino is a game completely independent from Kingdomino, while offering a choice of more complex challenges. Two to four players can play Queendomino independently, but also in connection with Kingdomino, allowing for games with 7x7 grids for four players, or for up to six players if you stick to 5x5 grids. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254192344-61rke-hCe5L.jpg
74f9mzbw9Y,"  Exploding Kittens  is a card game for people who are into kittens and explosions and laser beams and sometimes goats. 
 In this highly-strategic, kitty-powered version of Russian roulette, players draw cards until someone draws an exploding kitten, at which point they explode, they are Dead, and they are out of the game -- unless that player has a defuse card, which can defuse the kitten using things like laser pointers, belly rubs, and catnip sandwiches. All of the other cards in the deck are used to move, mitigate, or avoid the exploding kittens. ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257206847-51osODpsNIL.jpg
LdQnSfXgUN," In the small East Frisian village of Arle on the verge of the 18th century, your family must take care of numerous tasks: dehydrate the moot, plow the farmland, and breed the animals. Improving your craftsmanship in the village and constructing the appropriate buildings will be invaluable.  Turn by turn, assign various tasks to the members of your family while keeping an eye open for the changing seasons. Use your vehicles to trade resources with others and upgrade your goods.  The fields of Arle await you! ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254963988-51Q1PoxmbwL.jpg
h6oBJkJlxa," This irreverent and humorous card game takes place durring the French Revolution. Players represent rival guillotine operators vying for the best collection of noble heads over three rounds.  Each round, twelve nobles are lined up for the guillotine. The nobles are worth varying points, depending on their notoriety. During your turn, you play action cards to change the order of the line so you can collect the best nobles. The player with the most points at the end of the game wins!   Contains:  Rulebook and 110 Cards.  ",https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1627599645543
